"Contract Type","Contract Name","Min.Bid Price (TL/MWh)","Max. Bid Price (TL/MWh)"
"Hourly","PH19061302","20.00","180.00"
"Hourly","PH19061303","17.30","183.30"
"Block","PB19061303-01","77.33","180.99"
"Block","PB19061304-01","73.66","179.99"
"Hourly","PH19061304","15.00","180.00"
"Hourly","PH19061305","15.00","180.00"
"Block","PB19061305-01","70.80","176.00"
"Block","PB19061306-01","80.59","155.90"
"Hourly","PH19061306","14.99","155.01"
"Block","PB19061307-01","70.67","186.00"
"Hourly","PH19061307","15.00","185.00"
"Block","PB19061308-01","74.25","285.00"
"Hourly","PH19061308","14.00","285.00"
"Block","PB19061309-01","73.61","311.00"
"Hourly","PH19061309","206.00","310.22"
"Block","PB19061310-01","85.12","306.19"
"Hourly","PH19061310","207.00","320.28"
"Block","PB19061311-09","297.65","297.65"
"Block","PB19061311-01","70.48","306.80"
"Hourly","PH19061311","210.01","316.01"
"Block","PB19061312-01","71.64","302.00"
"Hourly","PH19061312","205.00","310.00"
"Block","PB19061313-01","72.98","303.00"
"Hourly","PH19061313","207.00","312.05"
"Block","PB19061314-02","305.00","305.00"
"Block","PB19061314-01","70.00","306.00"
"Hourly","PH19061314","222.05","310.00"
"Block","PB19061315-09","289.00","289.00"
"Block","PB19061315-01","71.14","305.93"
"Hourly","PH19061315","206.00","323.61"
"Block","PB19061316-02","305.00","305.00"
"Block","PB19061316-01","75.23","304.51"
"Block","PB19061316-03","300.00","300.00"
"Hourly","PH19061316","206.00","323.49"
"Block","PB19061317-01","71.54","303.33"
"Hourly","PH19061317","200.00","306.50"
"Block","PB19061318-03","289.00","289.00"
"Hourly","PH19061318","200.00","313.00"
"Block","PB19061318-01","71.09","299.84"
"Block","PB19061319-03","0.00","0.00"
"Hourly","PH19061319","150.00","299.90"
"Block","PB19061319-01","80.31","248.98"
"Block","PB19061320-01","74.31","300.00"
"Block","PB19061320-03","295.00","295.00"
"Hourly","PH19061320","20.00","314.69"
"Block","PB19061320-02","310.00","310.00"
"Block","PB19061321-01","75.26","300.99"
"Hourly","PH19061321","200.00","315.00"
"Block","PB19061322-01","71.63","295.00"
"Hourly","PH19061322","196.00","305.00"
"Hourly","PH19061323","1.00","255.00"
"Block","PB19061323-01","73.98","250.00"
"Block","PB19061400-01","92.19","279.80"
"Hourly","PH19061400","27.00","288.00"
"Block","PB19061401-01","75.29","300.88"
"Hourly","PH19061401","21.00","293.06"
"Block","PB19061402-01","82.87","200.89"
"Hourly","PH19061402","14.00","195.00"
"Block","PB19061403-01","72.94","201.00"
"Hourly","PH19061403","2.00","299.00"
"Block","PB19061404-01","73.36","250.00"
"Hourly","PH19061404","2.00","200.00"
"Hourly","PH19061405","17.00","170.00"
"Block","PB19061405-01","79.80","171.00"
"Block","PB19061406-01","78.22","198.99"
"Hourly","PH19061406","14.00","200.00"
"Hourly","PH19061407","14.00","206.00"
"Block","PB19061407-01","70.63","249.99"
"Hourly","PH19061408","14.00","301.00"
"Block","PB19061408-01","79.05","301.50"
"Hourly","PH19061409","31.00","319.30"
"Block","PB19061409-01","71.45","301.06"
"Block","PB19061410-01","10.00","301.07"
"Hourly","PH19061410","36.00","310.00"
"Block","PB19061411-11","10.00","10.00"
"Block","PB19061411-01","10.00","320.00"
"Hourly","PH19061411","36.00","312.00"
"Hourly","PH19061412","27.00","295.00"
"Block","PB19061412-01","10.00","284.14"
"Hourly","PH19061413","17.00","295.00"
"Block","PB19061413-01","10.00","181.00"
"Block","PB19061414-02","302.00","302.00"
"Block","PB19061414-01","10.00","333.99"
"Hourly","PH19061414","1.00","340.00"
"Block","PB19061415-01","10.00","333.99"
"Hourly","PH19061415","1.00","370.80"
"Block","PB19061416-01","10.00","365.99"
"Hourly","PH19061416","30.00","355.40"
"Block","PB19061417-01","10.00","352.99"
"Hourly","PH19061417","34.00","351.99"
"Block","PB19061418-01","10.00","270.00"
"Hourly","PH19061418","27.00","288.10"
"Block","PB19061419-01","10.00","250.00"
"Hourly","PH19061419","26.00","264.99"
"Block","PB19061420-01","10.00","246.45"
"Hourly","PH19061420","25.00","260.00"
"Block","PB19061421-03","310.00","310.00"
"Block","PB19061421-01","10.00","303.13"
"Hourly","PH19061421","30.00","320.00"
"Block","PB19061422-01","71.31","302.30"
"Hourly","PH19061422","0.00","319.99"
"Block","PB19061423-01","71.45","300.42"
"Hourly","PH19061423","1.00","309.43"
"Hourly","PH19061500","72.99","178.13"
"Block","PB19061500-03","258.00","258.00"
"Block","PB19061500-01","81.03","172.99"
"Hourly","PH19061501","9.00","308.02"
"Block","PB19061501-01","70.06","300.89"
"Hourly","PH19061502","49.00","301.00"
"Block","PB19061502-01","70.55","300.00"
"Hourly","PH19061503","14.00","216.15"
"Block","PB19061503-01","71.29","213.63"
"Block","PB19061504-01","70.05","231.72"
"Hourly","PH19061504","49.00","233.06"
"Hourly","PH19061505","4.00","101.51"
"Block","PB19061505-01","70.25","131.25"
"Hourly","PH19061506","2.00","50.00"
"Block","PB19061506-01","45.59","47.00"
"Block","PB19061507-01","74.63","174.99"
"Hourly","PH19061507","49.00","189.00"
"Hourly","PH19061508","99.00","226.00"
"Block","PB19061508-01","70.56","200.00"
"Block","PB19061509-01","71.31","216.00"
"Hourly","PH19061509","99.00","215.00"
"Block","PB19061510-01","76.45","200.00"
"Hourly","PH19061510","102.00","301.00"
"Block","PB19061511-01","71.28","320.95"
"Hourly","PH19061511","202.00","325.00"
"Block","PB19061512-01","70.09","220.00"
"Hourly","PH19061512","121.00","235.00"
"Block","PB19061513-02","278.00","278.00"
"Hourly","PH19061513","178.00","291.00"
"Block","PB19061513-01","76.69","278.10"
"Hourly","PH19061514","150.00","380.00"
"Block","PB19061514-01","76.17","278.73"
"Hourly","PH19061515","102.00","250.00"
"Block","PB19061515-01","81.14","211.14"
"Block","PB19061515-05","200.00","200.00"
"Block","PB19061515-02","199.00","199.00"
"Block","PB19061516-01","72.04","205.00"
"Hourly","PH19061516","100.00","215.00"
"Hourly","PH19061517","100.00","217.98"
"Block","PB19061517-01","73.56","200.00"
"Block","PB19061517-03","199.00","199.00"
"Block","PB19061518-01","73.95","200.00"
"Hourly","PH19061518","0.00","219.98"
"Block","PB19061519-01","84.50","199.00"
"Hourly","PH19061519","20.00","210.00"
"Hourly","PH19061520","0.00","308.40"
"Block","PB19061520-01","93.61","300.00"
"Block","PB19061521-01","74.59","309.00"
"Hourly","PH19061521","120.00","324.00"
"Block","PB19061522-01","72.04","301.11"
"Hourly","PH19061522","120.00","316.01"
"Block","PB19061523-01","72.61","242.43"
"Hourly","PH19061523","146.55","248.73"
"Block","PB19061600-01","70.43","132.60"
"Hourly","PH19061600","12.00","139.50"
"Hourly","PH19061601","19.00","205.00"
"Block","PB19061601-01","93.92","195.97"
"Block","PB19061602-01","74.95","175.00"
"Hourly","PH19061602","17.00","185.10"
"Hourly","PH19061603","0.00","105.00"
"Block","PB19061603-01","73.79","138.09"
"Block","PB19061604-01","72.55","172.12"
"Hourly","PH19061604","17.00","179.90"
"Hourly","PH19061605","0.00","105.00"
"Block","PB19061605-01","72.18","138.34"
"Block","PB19061606-01","45.00","45.00"
"Hourly","PH19061606","0.10","48.00"
"Hourly","PH19061607","0.10","54.66"
"Block","PB19061607-01","48.00","48.89"
"Block","PB19061608-01","30.00","30.00"
"Hourly","PH19061608","0.50","123.00"
"Hourly","PH19061609","0.06","42.00"
"Block","PB19061609-01","10.00","10.00"
"Block","PB19061610-01","71.77","140.04"
"Hourly","PH19061610","2.00","149.00"
"Hourly","PH19061611","9.90","105.00"
"Block","PB19061611-01","71.88","130.35"
"Block","PB19061612-01","70.61","138.85"
"Hourly","PH19061612","12.00","135.00"
"Hourly","PH19061613","55.00","155.00"
"Block","PB19061613-01","71.47","150.00"
"Block","PB19061614-01","74.54","168.25"
"Hourly","PH19061614","16.00","170.61"
"Hourly","PH19061615","14.00","152.95"
"Block","PB19061615-01","73.39","149.89"
"Block","PB19061616-01","70.11","250.00"
"Hourly","PH19061616","24.00","248.54"
"Hourly","PH19061617","22.00","224.99"
"Block","PB19061617-01","74.53","306.50"
"Block","PB19061618-01","71.95","129.40"
"Hourly","PH19061618","0.00","296.31"
"Hourly","PH19061619","19.00","195.00"
"Block","PB19061619-01","73.53","190.00"
"Block","PB19061620-01","73.31","306.50"
"Hourly","PH19061620","28.00","290.00"
"Hourly","PH19061621","29.00","301.50"
"Block","PB19061621-01","75.05","296.20"
"Block","PB19061621-02","268.99","268.99"
"Block","PB19061622-01","73.12","237.01"
"Hourly","PH19061622","23.00","243.10"
"Block","PB19061622-02","216.00","216.00"
"Block","PB19061623-01","73.91","395.00"
"Hourly","PH19061623","19.00","220.00"
"Block","PB19061700-08","127.00","127.00"
"Hourly","PH19061700","50.00","139.00"
"Block","PB19061700-01","72.04","151.00"
"Hourly","PH19061701","4.00","172.00"
"Block","PB19061701-01","72.20","171.88"
"Block","PB19061702-03","158.00","158.00"
"Block","PB19061702-01","74.53","171.88"
"Hourly","PH19061702","2.00","171.88"
"Block","PB19061703-01","70.93","136.44"
"Hourly","PH19061703","4.00","130.00"
"Block","PB19061704-01","75.27","172.99"
"Hourly","PH19061704","4.00","172.99"
"Hourly","PH19061705","1.00","44.99"
"Block","PB19061705-01","41.99","44.99"
"Block","PB19061705-02","35.00","35.00"
"Hourly","PH19061706","1.00","25.00"
"Block","PB19061706-01","22.98","24.99"
"Block","PB19061707-01","77.64","170.00"
"Hourly","PH19061707","2.00","170.00"
"Hourly","PH19061708","2.00","172.99"
"Block","PB19061708-01","71.39","172.99"
"Hourly","PH19061709","99.00","210.00"
"Block","PB19061709-01","70.56","293.79"
"Block","PB19061710-01","72.34","303.89"
"Hourly","PH19061710","50.00","302.94"
"Hourly","PH19061711","106.21","315.40"
"Block","PB19061711-01","72.09","306.21"
"Block","PB19061712-01","70.23","290.00"
"Hourly","PH19061712","191.00","293.98"
"Block","PB19061713-03","299.00","299.00"
"Block","PB19061713-01","70.84","302.45"
"Hourly","PH19061713","102.55","305.97"
"Hourly","PH19061714","106.76","308.01"
"Block","PB19061714-02","305.00","305.00"
"Block","PB19061714-01","75.81","306.76"
"Hourly","PH19061715","204.00","306.00"
"Block","PB19061715-01","71.06","305.00"
"Hourly","PH19061716","106.00","310.00"
"Block","PB19061716-01","74.11","304.64"
"Block","PB19061716-02","304.00","304.00"
"Block","PB19061716-04","260.00","260.00"
"Block","PB19061717-01","74.62","304.00"
"Hourly","PH19061717","202.00","308.99"
"Block","PB19061718-01","80.48","283.00"
"Hourly","PH19061718","178.11","282.00"
"Hourly","PH19061719","74.00","183.00"
"Block","PB19061719-01","70.28","173.00"
"Block","PB19061719-02","193.00","200.00"
"Hourly","PH19061720","114.10","220.00"
"Block","PB19061720-01","75.59","214.80"
"Hourly","PH19061721","200.00","321.90"
"Block","PB19061721-02","300.00","300.00"
"Block","PB19061721-01","71.26","304.00"
"Block","PB19061722-01","73.76","388.00"
"Hourly","PH19061722","196.00","321.00"
"Block","PB19061723-01","70.54","258.77"
"Hourly","PH19061723","159.10","263.94"
"Block","PB19061800-11","0.00","0.00"
"Hourly","PH19061800","0.00","320.00"
"Block","PB19061800-01","78.11","295.00"
"Block","PB19061801-05","173.00","173.00"
"Hourly","PH19061801","0.00","195.01"
"Block","PB19061801-01","71.70","195.00"
"Hourly","PH19061802","0.00","173.00"
"Block","PB19061802-01","70.91","173.00"
"Hourly","PH19061803","0.00","173.01"
"Block","PB19061803-01","75.58","172.99"
"Block","PB19061804-01","71.20","172.99"
"Hourly","PH19061804","0.00","173.00"
"Hourly","PH19061805","0.00","150.00"
"Block","PB19061805-01","78.12","150.00"
"Block","PB19061806-01","76.98","172.99"
"Block","PB19061806-02","169.00","171.00"
"Hourly","PH19061806","0.00","172.99"
"Block","PB19061807-01","76.53","173.00"
"Hourly","PH19061807","0.00","173.10"
"Hourly","PH19061808","199.00","295.65"
"Block","PB19061808-01","75.93","293.10"
"Block","PB19061808-02","0.00","0.00"
"Hourly","PH19061809","0.00","309.00"
"Block","PB19061809-01","76.48","307.94"
"Block","PB19061810-01","71.93","324.00"
"Hourly","PH19061810","203.00","323.00"
"Hourly","PH19061811","204.00","320.00"
"Block","PB19061811-01","75.65","302.57"
"Block","PB19061812-10","264.14","264.14"
"Block","PB19061812-01","70.17","238.90"
"Hourly","PH19061812","140.00","270.00"
"Hourly","PH19061813","199.00","318.99"
"Block","PB19061813-01","77.54","304.10"
"Block","PB19061813-11","268.94","269.00"
"Hourly","PH19061814","204.00","332.00"
"Block","PB19061814-01","77.44","317.99"
"Hourly","PH19061815","10.00","325.00"
"Block","PB19061815-01","77.43","315.00"
"Block","PB19061816-01","73.33","296.00"
"Hourly","PH19061816","50.00","302.00"
"Block","PB19061817-01","73.04","285.00"
"Hourly","PH19061817","180.00","299.99"
"Hourly","PH19061818","100.00","213.99"
"Block","PB19061818-01","72.05","200.00"
"Block","PB19061818-02","200.00","200.00"
"Block","PB19061819-01","70.34","190.00"
"Block","PB19061819-02","227.87","227.87"
"Hourly","PH19061819","88.00","276.99"
"Block","PB19061820-01","72.50","275.75"
"Hourly","PH19061820","181.00","294.99"
"Block","PB19061821-01","73.27","300.75"
"Hourly","PH19061821","203.00","310.00"
"Block","PB19061822-02","277.88","277.88"
"Block","PB19061822-01","71.62","317.50"
"Hourly","PH19061822","184.00","378.89"
"Hourly","PH19061823","178.00","302.99"
"Block","PB19061823-01","75.04","275.76"
"Hourly","PH19061900","149.00","249.99"
"Block","PB19061900-01","82.16","250.00"
"Block","PB19061901-01","70.22","274.75"
"Hourly","PH19061901","24.00","275.00"
"Block","PB19061902-01","71.28","212.72"
"Hourly","PH19061902","15.00","212.72"
"Hourly","PH19061903","15.00","250.00"
"Block","PB19061903-01","76.34","250.00"
"Block","PB19061904-01","74.26","173.00"
"Hourly","PH19061904","24.00","179.00"
"Block","PB19061905-01","72.36","140.94"
"Hourly","PH19061905","4.00","101.24"
"Hourly","PH19061906","15.00","120.00"
"Block","PB19061906-01","20.00","138.32"
"Block","PB19061907-01","75.68","177.00"
"Hourly","PH19061907","24.00","178.00"
"Block","PB19061908-01","72.29","300.59"
"Hourly","PH19061908","100.00","303.00"
"Hourly","PH19061909","189.00","288.00"
"Block","PB19061909-01","72.52","290.00"
"Hourly","PH19061910","200.00","300.00"
"Block","PB19061910-01","75.45","300.00"
"Block","PB19061911-01","71.19","307.07"
"Hourly","PH19061911","208.00","307.07"
"Block","PB19061912-02","220.00","220.00"
"Block","PB19061912-01","86.14","300.01"
"Hourly","PH19061912","201.00","307.03"
"Block","PB19061913-03","300.00","300.00"
"Block","PB19061913-01","70.95","305.00"
"Hourly","PH19061913","0.00","313.29"
"Block","PB19061914-04","304.00","304.00"
"Block","PB19061914-01","74.55","311.85"
"Hourly","PH19061914","212.00","318.55"
"Block","PB19061915-01","73.47","310.00"
"Hourly","PH19061915","170.00","314.81"
"Hourly","PH19061916","29.00","318.50"
"Block","PB19061916-01","71.97","309.73"
"Block","PB19061917-01","77.69","304.43"
"Hourly","PH19061917","104.00","311.22"
"Block","PB19061918-01","71.16","293.10"
"Hourly","PH19061918","194.00","300.00"
"Block","PB19061919-01","86.26","270.00"
"Hourly","PH19061919","168.00","269.75"
"Block","PB19061920-01","72.06","280.00"
"Hourly","PH19061920","178.00","694.00"
"Hourly","PH19061921","0.00","306.48"
"Block","PB19061921-01","71.12","306.47"
"Hourly","PH19061922","0.00","311.13"
"Block","PB19061922-01","76.73","302.98"
"Hourly","PH19061923","194.00","299.23"
"Block","PB19061923-01","71.65","294.00"
"Block","PB19062000-01","80.97","259.99"
"Hourly","PH19062000","159.00","263.89"
"Block","PB19062001-01","71.06","295.00"
"Hourly","PH19062001","195.00","296.79"
"Block","PB19062002-01","72.33","293.11"
"Hourly","PH19062002","24.00","293.99"
"Hourly","PH19062003","24.00","270.02"
"Block","PB19062003-01","71.81","253.97"
"Hourly","PH19062004","14.00","212.20"
"Block","PB19062004-01","70.26","210.98"
"Block","PB19062005-01","75.53","197.10"
"Hourly","PH19062005","14.00","177.25"
"Hourly","PH19062006","14.00","177.01"
"Block","PB19062006-01","77.80","172.99"
"Block","PB19062007-01","73.28","300.35"
"Hourly","PH19062007","79.00","300.35"
"Block","PB19062008-01","73.17","301.50"
"Hourly","PH19062008","149.00","301.50"
"Block","PB19062009-01","70.55","289.97"
"Hourly","PH19062009","190.00","295.00"
"Hourly","PH19062010","189.00","289.97"
"Block","PB19062010-01","82.69","289.97"
"Block","PB19062011-01","73.18","305.89"
"Hourly","PH19062011","201.00","312.00"
"Hourly","PH19062012","150.00","256.00"
"Block","PB19062012-01","70.31","250.00"
"Hourly","PH19062013","176.00","282.00"
"Block","PB19062013-01","70.20","275.49"
"Block","PB19062014-02","303.00","303.00"
"Block","PB19062014-01","70.69","300.89"
"Hourly","PH19062014","201.00","319.30"
"Block","PB19062015-01","71.50","310.99"
"Hourly","PH19062015","201.00","325.00"
"Block","PB19062016-01","73.38","300.00"
"Hourly","PH19062016","195.00","307.00"
"Block","PB19062017-01","86.68","300.00"
"Hourly","PH19062017","28.00","309.99"
"Hourly","PH19062018","145.00","278.00"
"Block","PB19062018-01","73.69","246.00"
"Block","PB19062019-01","71.19","199.98"
"Hourly","PH19062019","101.00","203.00"
"Block","PB19062020-01","89.13","301.01"
"Hourly","PH19062020","201.00","310.00"
"Hourly","PH19062021","202.00","319.99"
"Block","PB19062021-01","10.00","313.00"
"Hourly","PH19062022","0.00","317.96"
"Block","PB19062022-01","75.69","310.70"
"Block","PB19062023-01","72.34","280.00"
"Hourly","PH19062023","0.00","285.00"
"Block","PB19062100-01","80.39","295.00"
"Hourly","PH19062100","200.00","300.00"
"Block","PB19062101-01","71.79","300.66"
"Hourly","PH19062101","20.00","329.00"
"Block","PB19062102-01","79.67","300.03"
"Hourly","PH19062102","30.03","303.30"
"Hourly","PH19062103","15.00","255.90"
"Block","PB19062103-01","71.18","254.65"
"Block","PB19062104-02","200.00","200.00"
"Block","PB19062104-01","79.19","215.12"
"Hourly","PH19062104","15.00","220.00"
"Block","PB19062105-01","79.90","171.98"
"Hourly","PH19062105","2.00","270.99"
"Block","PB19062106-01","71.14","172.00"
"Hourly","PH19062106","2.00","270.99"
"Hourly","PH19062107","27.50","278.00"
"Block","PB19062107-01","71.68","300.00"
"Block","PB19062108-01","76.97","303.02"
"Hourly","PH19062108","100.00","312.05"
"Block","PB19062109-01","82.27","300.00"
"Hourly","PH19062109","100.00","320.00"
"Block","PB19062110-01","73.11","275.11"
"Hourly","PH19062110","176.00","299.99"
"Block","PB19062111-01","75.51","316.00"
"Block","PB19062111-04","268.00","268.00"
"Hourly","PH19062111","200.00","321.15"
"Hourly","PH19062112","145.00","289.53"
"Block","PB19062112-01","82.60","301.00"
"Block","PB19062113-01","71.39","262.00"
"Hourly","PH19062113","120.00","325.01"
"Block","PB19062114-01","71.73","320.99"
"Hourly","PH19062114","204.00","339.00"
"Block","PB19062115-01","72.54","310.00"
"Hourly","PH19062115","203.00","338.99"
"Block","PB19062116-01","70.25","295.98"
"Hourly","PH19062116","179.00","306.00"
"Block","PB19062117-01","70.44","284.01"
"Hourly","PH19062117","175.00","299.90"
"Block","PB19062118-01","78.51","238.00"
"Hourly","PH19062118","119.00","244.90"
"Block","PB19062119-01","71.23","207.90"
"Hourly","PH19062119","97.00","211.90"
"Block","PB19062120-01","70.47","307.89"
"Hourly","PH19062120","202.00","319.80"
"Hourly","PH19062121","204.00","325.00"
"Block","PB19062121-01","71.05","320.99"
"Block","PB19062122-02","300.00","300.00"
"Hourly","PH19062122","197.01","319.99"
