"Contract Type","Contract Name","Min. Matching Price (TL/MWh)","Max. Matching Price (TL/MWh)"
"Block","PB19102208-01","304.45","325.01"
"Block","PB19102208-02","325.00","325.01"
"Hourly","PH19102208","310.00","325.01"
"Hourly","PH19102209","293.90","324.99"
"Block","PB19102209-01","248.26","324.99"
"Block","PB19102210-01","291.89","322.38"
"Hourly","PH19102210","305.00","323.10"
"Block","PB19102211-01","290.60","321.78"
"Hourly","PH19102211","293.90","322.10"
"Hourly","PH19102212","160.00","172.00"
"Block","PB19102212-01","151.45","169.99"
"Hourly","PH19102213","207.00","218.00"
"Block","PB19102213-01","120.20","215.00"
"Block","PB19102214-01","292.54","322.40"
"Block","PB19102214-02","322.50","322.50"
"Hourly","PH19102214","305.88","323.00"
"Hourly","PH19102215","250.00","322.98"
"Block","PB19102215-01","288.22","323.73"
"Hourly","PH19102216","292.00","323.00"
"Block","PB19102216-01","292.20","325.01"
"Block","PB19102216-05","329.00","329.00"
"Hourly","PH19102217","283.01","328.00"
"Block","PB19102217-01","281.95","329.00"
"Block","PB19102218-02","333.00","333.00"
"Block","PB19102218-01","295.15","333.04"
"Hourly","PH19102218","297.02","332.99"
"Hourly","PH19102219","250.00","330.99"
"Block","PB19102219-01","282.58","331.60"
"Block","PB19102220-01","208.00","327.90"
"Hourly","PH19102220","290.01","327.90"
"Hourly","PH19102221","290.00","324.50"
"Block","PB19102221-01","294.08","324.50"
"Block","PB19102222-01","286.44","320.40"
"Hourly","PH19102222","291.10","320.39"
"Hourly","PH19102223","204.25","249.00"
"Block","PB19102223-01","193.74","215.00"
"Block","PB19102300-01","136.13","175.08"
"Hourly","PH19102300","136.01","170.40"
"Block","PB19102301-01","210.00","269.00"
"Hourly","PH19102301","245.00","269.00"
"Block","PB19102302-01","272.39","298.41"
"Hourly","PH19102302","275.00","298.41"
"Block","PB19102303-01","150.00","181.67"
"Hourly","PH19102303","151.00","183.50"
"Block","PB19102304-01","153.33","189.47"
"Hourly","PH19102304","161.49","175.08"
"Block","PB19102305-01","190.00","225.57"
"Hourly","PH19102305","212.85","222.01"
"Block","PB19102306-01","190.00","237.12"
"Hourly","PH19102306","225.00","244.99"
"Block","PB19102307-01","190.00","229.86"
"Hourly","PH19102307","215.01","229.99"
"Block","PB19102308-01","283.25","334.34"
"Hourly","PH19102308","299.90","324.49"
"Block","PB19102309-01","315.19","323.59"
"Hourly","PH19102309","314.00","323.50"
"Block","PB19102310-01","294.95","330.90"
"Hourly","PH19102310","311.75","325.01"
"Block","PB19102311-01","294.70","326.97"
"Hourly","PH19102311","315.00","332.42"
"Block","PB19102312-02","313.50","313.50"
"Block","PB19102312-03","313.50","313.50"
"Hourly","PH19102312","230.00","258.20"
"Block","PB19102312-01","235.27","270.00"
"Block","PB19102312-12","317.54","317.54"
"Block","PB19102313-01","279.39","309.01"
"Hourly","PH19102313","300.13","313.90"
"Block","PB19102314-01","295.20","330.72"
"Hourly","PH19102314","313.35","340.30"
"Block","PB19102315-01","295.35","326.20"
"Hourly","PH19102315","316.00","332.00"
"Block","PB19102316-01","296.47","328.30"
"Hourly","PH19102316","311.12","334.50"
"Block","PB19102317-04","332.00","332.00"
"Block","PB19102317-01","304.88","334.40"
"Hourly","PH19102317","301.00","337.99"
"Block","PB19102318-01","301.83","335.00"
"Hourly","PH19102318","315.00","341.20"
"Block","PB19102319-01","300.12","330.72"
"Hourly","PH19102319","314.17","360.00"
"Block","PB19102320-01","296.69","339.50"
"Hourly","PH19102320","308.00","360.00"
"Block","PB19102321-01","293.79","324.12"
"Hourly","PH19102321","312.77","327.95"
"Hourly","PH19102322","250.03","330.00"
"Block","PB19102322-01","295.27","324.00"
"Block","PB19102323-01","264.02","298.46"
"Hourly","PH19102323","288.01","315.00"
"Block","PB19102400-01","153.19","170.00"
"Hourly","PH19102400","160.20","168.97"
"Block","PB19102401-01","244.06","270.01"
"Hourly","PH19102401","250.10","270.01"
"Block","PB19102402-01","273.01","305.48"
"Hourly","PH19102402","290.10","307.00"
"Hourly","PH19102403","201.55","220.11"
"Block","PB19102403-01","192.35","217.30"
"Block","PB19102404-01","153.26","170.00"
"Hourly","PH19102404","160.00","170.00"
"Hourly","PH19102405","189.04","207.00"
"Block","PB19102405-01","179.10","214.26"
"Block","PB19102406-01","266.95","304.33"
"Hourly","PH19102406","277.40","300.11"
"Block","PB19102407-01","294.32","325.00"
"Hourly","PH19102407","319.00","328.89"
"Block","PB19102408-01","295.77","337.95"
"Hourly","PH19102408","318.20","328.11"
"Hourly","PH19102409","308.90","327.90"
"Block","PB19102409-01","298.80","325.16"
"Block","PB19102410-01","292.75","369.95"
"Hourly","PH19102410","317.20","346.00"
"Hourly","PH19102411","318.32","349.98"
"Block","PB19102411-01","295.32","347.77"
"Hourly","PH19102412","253.00","266.93"
"Block","PB19102412-01","235.80","267.78"
"Hourly","PH19102413","286.02","300.00"
"Block","PB19102413-01","260.77","308.57"
"Block","PB19102414-01","294.64","345.97"
"Hourly","PH19102414","323.81","345.01"
"Hourly","PH19102415","327.88","350.00"
"Block","PB19102415-01","302.00","349.78"
"Block","PB19102416-01","300.80","363.89"
"Hourly","PH19102416","329.90","351.20"
"Block","PB19102417-01","302.55","351.84"
"Hourly","PH19102417","324.99","357.40"
"Block","PB19102417-04","333.00","333.00"
"Hourly","PH19102418","330.00","369.00"
"Block","PB19102418-01","303.68","367.88"
"Hourly","PH19102419","330.00","364.99"
"Block","PB19102419-01","302.85","366.71"
"Block","PB19102420-01","301.44","355.90"
"Hourly","PH19102420","332.00","359.00"
"Hourly","PH19102421","326.52","356.80"
"Block","PB19102421-01","294.95","353.89"
"Hourly","PH19102422","322.90","347.90"
"Block","PB19102422-01","291.22","347.21"
"Block","PB19102423-01","272.01","321.82"
"Hourly","PH19102423","296.90","328.00"
"Block","PB19102500-07","278.70","278.70"
"Block","PB19102500-01","157.97","199.75"
"Hourly","PH19102500","174.06","197.99"
"Hourly","PH19102501","312.00","317.97"
"Block","PB19102501-01","288.99","316.40"
"Hourly","PH19102502","284.99","299.99"
"Block","PB19102502-01","275.17","299.99"
"Block","PB19102503-01","279.26","299.99"
"Hourly","PH19102503","287.99","299.99"
"Hourly","PH19102504","265.00","280.00"
"Block","PB19102504-01","252.64","280.00"
"Hourly","PH19102505","270.11","280.01"
"Block","PB19102505-01","256.61","280.01"
"Block","PB19102506-01","269.81","299.57"
"Hourly","PH19102506","289.00","305.00"
"Block","PB19102507-05","322.70","322.70"
"Block","PB19102507-01","293.58","348.07"
"Hourly","PH19102507","323.01","349.90"
"Hourly","PH19102508","325.00","374.00"
"Block","PB19102508-01","293.49","339.01"
"Block","PB19102509-01","292.56","366.82"
"Hourly","PH19102509","323.17","371.99"
"Block","PB19102510-01","291.27","354.40"
"Hourly","PH19102510","321.61","369.00"
"Block","PB19102511-01","295.23","349.29"
"Hourly","PH19102511","323.03","370.00"
"Block","PB19102512-03","273.50","273.50"
"Hourly","PH19102512","234.28","254.00"
"Block","PB19102512-01","218.41","253.91"
"Block","PB19102513-01","236.05","258.11"
"Hourly","PH19102513","249.16","264.48"
"Block","PB19102514-01","300.01","336.92"
"Block","PB19102514-10","321.14","321.14"
"Hourly","PH19102514","315.00","333.00"
"Hourly","PH19102515","311.00","371.00"
"Block","PB19102515-01","294.37","339.62"
"Block","PB19102516-01","294.73","341.49"
"Hourly","PH19102516","325.57","341.80"
"Block","PB19102517-01","297.67","346.34"
"Hourly","PH19102517","328.00","349.99"
"Block","PB19102518-01","300.77","351.63"
"Block","PB19102518-06","318.40","318.40"
"Hourly","PH19102518","322.00","362.40"
"Hourly","PH19102519","320.00","339.00"
"Block","PB19102519-01","297.04","337.91"
"Hourly","PH19102520","317.00","336.31"
"Block","PB19102520-01","297.20","336.06"
"Block","PB19102521-01","290.89","331.32"
"Hourly","PH19102521","317.00","331.78"
"Block","PB19102522-01","270.49","302.54"
"Hourly","PH19102522","295.00","309.80"
"Hourly","PH19102523","295.00","343.49"
"Block","PB19102523-01","270.91","300.02"
"Block","PB19102600-02","294.61","294.61"
"Block","PB19102600-01","242.21","269.00"
"Block","PB19102600-03","303.00","303.00"
"Hourly","PH19102600","261.09","275.00"
"Block","PB19102601-01","290.57","320.23"
"Hourly","PH19102601","320.02","340.00"
"Hourly","PH19102602","318.41","340.90"
"Block","PB19102602-01","292.11","338.79"
"Block","PB19102603-01","254.30","282.49"
"Block","PB19102603-05","291.67","291.67"
"Hourly","PH19102603","272.00","287.20"
"Hourly","PH19102604","100.00","269.00"
"Block","PB19102604-01","105.72","269.00"
"Hourly","PH19102605","100.00","274.42"
"Block","PB19102605-01","99.00","274.42"
"Hourly","PH19102606","260.00","308.98"
"Block","PB19102606-01","279.62","309.99"
"Block","PB19102607-01","290.58","322.46"
"Hourly","PH19102607","300.00","322.50"
"Hourly","PH19102608","321.00","332.00"
"Block","PB19102608-01","293.57","325.55"
"Hourly","PH19102609","300.00","327.77"
"Block","PB19102609-01","302.63","322.07"
"Block","PB19102609-02","321.49","321.49"
"Hourly","PH19102610","301.20","322.00"
"Block","PB19102610-01","290.29","320.90"
"Block","PB19102611-01","281.86","322.93"
"Hourly","PH19102611","299.90","320.90"
"Block","PB19102612-01","257.81","285.43"
"Hourly","PH19102612","254.99","284.99"
"Block","PB19102613-01","215.00","295.00"
"Hourly","PH19102613","215.00","295.00"
"Block","PB19102614-01","232.61","282.41"
"Hourly","PH19102614","232.01","282.41"
"Block","PB19102615-01","231.59","288.55"
"Hourly","PH19102615","250.00","288.50"
"Block","PB19102616-01","294.18","321.50"
"Hourly","PH19102616","291.21","321.60"
"Block","PB19102617-01","293.33","334.84"
"Hourly","PH19102617","299.99","330.00"
"Block","PB19102617-07","320.00","320.00"
"Hourly","PH19102618","290.61","335.00"
"Block","PB19102618-02","330.00","330.00"
"Block","PB19102618-01","301.51","334.93"
"Hourly","PH19102619","291.13","331.95"
"Block","PB19102619-01","304.49","331.98"
"Block","PB19102620-04","315.00","315.00"
"Block","PB19102620-01","295.95","342.81"
"Hourly","PH19102620","304.70","338.00"
"Block","PB19102621-01","293.14","341.51"
"Hourly","PH19102621","300.00","335.50"
"Hourly","PH19102622","300.00","328.43"
"Block","PB19102622-01","288.27","324.74"
"Hourly","PH19102623","271.00","309.65"
"Block","PB19102623-01","266.12","295.01"
"Hourly","PH19102700","246.00","259.12"
"Block","PB19102700-01","231.42","255.44"
"Block","PB19102701-01","262.58","288.04"
"Hourly","PH19102701","269.87","299.99"
"Block","PB19102701-02","279.00","279.00"
"Hourly","PH19102702","262.00","279.66"
"Block","PB19102702-01","251.96","279.66"
"Block","PB19102703-01","182.22","214.89"
"Hourly","PH19102703","195.00","211.11"
"Block","PB19102704-02","200.00","200.00"
"Hourly","PH19102704","190.00","212.20"
"Block","PB19102704-01","183.06","212.56"
"Hourly","PH19102705","187.21","200.00"
"Block","PB19102705-01","181.94","206.00"
"Block","PB19102706-01","271.48","299.41"
"Hourly","PH19102706","284.00","295.00"
"Block","PB19102707-01","165.00","198.81"
"Hourly","PH19102707","177.00","195.00"
"Hourly","PH19102708","156.47","170.00"
"Block","PB19102708-08","",""
"Block","PB19102708-01","149.22","169.65"
"Hourly","PH19102709","95.00","103.00"
"Block","PB19102709-01","90.45","100.01"
"Hourly","PH19102710","156.48","164.99"
"Block","PB19102710-01","153.38","164.72"
"Block","PB19102711-01","187.66","198.80"
"Hourly","PH19102711","178.00","199.80"
"Block","PB19102712-01","145.00","164.99"
"Hourly","PH19102712","133.00","170.00"
"Hourly","PH19102713","130.00","165.00"
"Block","PB19102713-01","148.88","165.00"
"Block","PB19102714-02","170.00","170.00"
"Block","PB19102714-01","162.49","179.99"
"Hourly","PH19102714","165.00","175.00"
"Hourly","PH19102715","160.00","170.00"
"Block","PB19102715-01","157.93","173.95"
"Block","PB19102716-01","253.82","279.67"
"Hourly","PH19102716","250.00","284.80"
"Block","PB19102717-01","288.70","320.38"
"Hourly","PH19102717","304.36","320.50"
"Block","PB19102718-01","295.81","338.29"
"Block","PB19102718-02","325.00","325.00"
"Hourly","PH19102718","312.01","330.00"
"Block","PB19102719-01","299.38","340.22"
"Hourly","PH19102719","312.87","339.22"
"Block","PB19102720-01","299.85","337.89"
"Hourly","PH19102720","315.00","336.89"
"Block","PB19102721-01","291.73","323.97"
"Block","PB19102721-03","315.00","315.00"
"Hourly","PH19102721","313.99","331.52"
"Hourly","PH19102722","300.00","325.90"
"Block","PB19102722-01","290.70","321.31"
"Block","PB19102723-01","275.85","308.40"
"Hourly","PH19102723","284.99","299.41"
"Block","PB19102800-01","181.12","200.01"
"Block","PB19102800-07","",""
"Hourly","PH19102800","181.02","200.00"
"Block","PB19102800-05","268.60","268.60"
"Hourly","PH19102801","279.69","295.72"
"Block","PB19102801-01","272.55","303.25"
"Hourly","PH19102802","280.01","294.98"
"Block","PB19102802-01","271.41","300.01"
"Block","PB19102803-01","247.76","274.43"
"Hourly","PH19102803","260.00","274.42"
"Block","PB19102804-01","253.34","274.42"
"Hourly","PH19102804","254.00","274.42"
"Hourly","PH19102805","280.05","299.50"
"Block","PB19102805-01","284.98","314.13"
"Hourly","PH19102806","285.08","304.90"
"Block","PB19102806-01","280.75","320.96"
"Block","PB19102806-02","313.00","313.00"
"Block","PB19102807-04","200.00","200.00"
"Hourly","PH19102807","300.00","313.64"
"Block","PB19102807-01","282.50","323.04"
"Block","PB19102808-01","290.70","331.63"
"Hourly","PH19102808","312.32","331.64"
"Hourly","PH19102809","315.85","334.00"
"Block","PB19102809-01","295.87","325.63"
"Block","PB19102810-01","296.76","326.63"
"Hourly","PH19102810","312.50","326.64"
"Block","PB19102811-01","299.70","327.79"
"Hourly","PH19102811","314.00","334.00"
"Block","PB19102812-01","291.82","318.25"
"Hourly","PH19102812","308.77","323.90"
"Block","PB19102813-01","292.94","327.00"
"Hourly","PH19102813","319.70","334.00"
"Hourly","PH19102814","323.14","333.99"
"Block","PB19102814-01","294.31","323.12"
"Hourly","PH19102815","325.04","335.00"
"Block","PB19102815-01","293.49","325.02"
"Hourly","PH19102816","325.06","335.99"
"Block","PB19102816-01","299.88","325.06"
"Hourly","PH19102817","329.96","348.01"
"Block","PB19102817-01","299.44","329.93"
"Block","PB19102818-01","303.22","343.84"
"Hourly","PH19102818","333.84","348.00"
"Block","PB19102819-01","299.58","340.14"
"Hourly","PH19102819","330.26","345.00"
"Hourly","PH19102820","326.85","340.00"
"Block","PB19102820-01","295.89","369.99"
"Block","PB19102821-01","290.77","390.00"
"Hourly","PH19102821","322.66","346.00"
"Hourly","PH19102822","317.58","346.88"
"Block","PB19102822-01","286.97","330.99"
"Hourly","PH19102823","312.90","330.00"
"Block","PB19102823-01","281.70","340.70"
"Block","PB19102900-03","310.00","310.00"
"Hourly","PH19102900","300.00","311.88"
"Block","PB19102900-01","283.86","320.14"
"Block","PB19102901-01","294.22","320.95"
"Hourly","PH19102901","300.00","320.00"
"Block","PB19102902-01","286.55","311.00"
"Hourly","PH19102902","296.96","310.96"
"Block","PB19102903-04","269.50","269.50"
"Hourly","PH19102903","50.10","275.00"
"Block","PB19102903-01","252.89","275.00"
"Hourly","PH19102904","237.50","250.00"
"Block","PB19102904-01","229.26","257.50"
"Hourly","PH19102905","251.74","264.99"
"Block","PB19102905-01","241.15","272.93"
"Block","PB19102906-01","261.31","296.87"
"Hourly","PH19102906","278.14","288.23"
"Hourly","PH19102907","299.00","310.77"
"Block","PB19102907-01","282.77","310.77"
"Hourly","PH19102908","302.97","321.71"
"Block","PB19102908-01","283.61","321.71"
"Hourly","PH19102909","272.00","284.99"
"Block","PB19102909-01","255.39","280.00"
"Hourly","PH19102910","308.90","320.00"
"Block","PB19102910-01","285.14","311.29"
"Block","PB19102910-07","305.00","305.00"
"Block","PB19102911-01","284.12","312.49"
"Block","PB19102911-04","291.00","291.00"
"Hourly","PH19102911","305.01","320.39"
"Block","PB19102912-01","225.72","250.02"
"Hourly","PH19102912","246.06","260.00"
"Hourly","PH19102913","298.00","311.19"
"Block","PB19102913-01","280.23","305.44"
"Hourly","PH19102914","297.05","312.99"
"Block","PB19102914-01","276.02","305.44"
"Block","PB19102915-01","275.30","305.44"
"Hourly","PH19102915","296.27","305.44"
"Hourly","PH19102916","302.86","315.00"
"Block","PB19102916-01","281.58","312.23"
"Block","PB19102917-01","291.10","321.06"
"Hourly","PH19102917","311.45","325.00"
"Hourly","PH19102918","320.00","330.00"
"Block","PB19102918-01","303.83","329.99"
"Block","PB19102919-01","299.94","328.15"
"Hourly","PH19102919","318.01","330.00"
"Hourly","PH19102920","314.84","334.30"
"Block","PB19102920-01","294.41","334.30"
"Block","PB19102921-01","288.24","344.95"
"Hourly","PH19102921","310.00","343.65"
"Block","PB19102922-01","285.81","324.63"
"Hourly","PH19102922","301.00","325.00"
"Block","PB19102923-01","229.70","313.92"
"Hourly","PH19102923","295.00","323.24"
"Block","PB19103000-01","284.87","314.90"
"Hourly","PH19103000","299.00","312.99"
"Block","PB19103001-01","271.73","315.73"
"Hourly","PH19103001","300.00","318.30"
"Block","PB19103002-01","280.18","310.27"
"Hourly","PH19103002","300.10","313.00"
"Hourly","PH19103003","250.01","264.98"
"Block","PB19103003-01","225.51","303.50"
"Hourly","PH19103004","259.00","267.78"
"Block","PB19103004-01","236.82","267.78"
"Block","PB19103005-01","261.33","287.23"
"Hourly","PH19103005","277.62","290.00"
"Block","PB19103006-01","155.71","311.50"
"Hourly","PH19103006","295.92","310.99"
"Block","PB19103007-01","290.26","316.01"
"Hourly","PH19103007","306.00","317.22"
"Block","PB19103008-01","302.02","327.21"
"Hourly","PH19103008","316.30","327.00"
"Block","PB19103009-01","237.80","334.34"
"Hourly","PH19103009","320.00","334.34"
"Hourly","PH19103010","235.00","333.09"
"Block","PB19103010-01","258.09","333.11"
"Block","PB19103011-01","301.64","339.12"
"Hourly","PH19103011","300.00","340.58"
"Hourly","PH19103012","280.00","320.49"
"Block","PB19103012-01","287.72","318.82"
"Hourly","PH19103013","305.00","327.00"
"Block","PB19103013-01","288.98","317.50"
"Hourly","PH19103014","312.01","329.98"
"Block","PB19103014-01","293.29","324.54"
"Block","PB19103015-01","294.89","327.24"
