"Contract Type","Contract Name","Min. Offer Price (TL/MWh)","Max. Offer Price (TL/MWh)"
"Block","PB19112504-01","161.50","204.97"
"Hourly","PH19112504","155.01","250.00"
"Block","PB19112505-01","200.01","224.68"
"Hourly","PH19112505","190.01","399.00"
"Block","PB19112506-01","251.54","294.66"
"Hourly","PH19112506","202.99","399.00"
"Block","PB19112507-01","290.08","319.72"
"Hourly","PH19112507","299.00","399.00"
"Block","PB19112508-01","292.33","329.58"
"Hourly","PH19112508","303.99","399.00"
"Block","PB19112509-02","327.00","327.00"
"Block","PB19112509-01","296.02","340.96"
"Hourly","PH19112509","315.28","390.00"
"Block","PB19112510-01","293.80","364.86"
"Hourly","PH19112510","325.92","399.00"
"Block","PB19112511-05","321.90","321.90"
"Block","PB19112511-13","321.70","321.70"
"Block","PB19112511-11","0.00","0.00"
"Block","PB19112511-01","297.67","352.45"
"Hourly","PH19112511","326.98","399.00"
"Block","PB19112511-06","322.55","322.55"
"Block","PB19112512-01","290.72","342.67"
"Hourly","PH19112512","316.44","399.00"
"Block","PB19112513-01","293.27","338.70"
"Hourly","PH19112513","318.10","370.00"
"Block","PB19112514-01","291.66","347.23"
"Hourly","PH19112514","323.42","375.00"
"Block","PB19112515-01","294.01","347.58"
"Hourly","PH19112515","324.54","399.00"
"Block","PB19112516-01","296.32","354.32"
"Hourly","PH19112516","325.80","399.00"
"Block","PB19112517-01","299.58","345.00"
"Hourly","PH19112517","331.44","399.00"
"Block","PB19112518-01","328.00","343.77"
"Hourly","PH19112518","319.00","399.00"
"Block","PB19112519-01","292.33","345.50"
"Hourly","PH19112519","324.28","399.00"
"Block","PB19112520-01","297.82","370.04"
"Hourly","PH19112520","322.95","400.00"
"Block","PB19112521-01","287.08","351.34"
"Hourly","PH19112521","317.76","399.00"
"Block","PB19112522-01","279.91","319.81"
"Hourly","PH19112522","300.00","399.00"
"Block","PB19112523-01","280.44","319.30"
"Hourly","PH19112523","300.70","399.00"
"Block","PB19112600-01","282.54","324.84"
"Hourly","PH19112600","313.36","399.00"
"Hourly","PH19112601","304.00","399.00"
"Block","PB19112601-01","282.30","324.07"
"Hourly","PH19112602","290.00","398.00"
"Block","PB19112602-01","273.14","382.69"
"Hourly","PH19112603","248.00","375.00"
"Block","PB19112603-01","227.11","283.00"
"Block","PB19112604-01","181.72","248.14"
"Hourly","PH19112604","190.00","360.00"
"Block","PB19112605-01","226.91","276.36"
"Hourly","PH19112605","245.00","360.00"
"Hourly","PH19112606","302.00","380.00"
"Block","PB19112606-01","285.33","319.57"
"Block","PB19112607-01","282.04","322.52"
"Hourly","PH19112607","301.01","322.52"
"Hourly","PH19112608","319.00","399.00"
"Block","PB19112608-01","301.70","337.85"
"Block","PB19112608-09","335.00","335.00"
"Block","PB19112609-01","305.45","336.01"
"Hourly","PH19112609","325.00","400.00"
"Block","PB19112610-01","304.74","349.83"
"Hourly","PH19112610","336.00","399.00"
"Block","PB19112611-01","306.58","351.01"
"Hourly","PH19112611","330.00","399.00"
"Block","PB19112612-01","298.17","341.59"
"Hourly","PH19112612","322.00","399.00"
"Hourly","PH19112613","325.00","399.00"
"Block","PB19112613-01","300.06","348.00"
"Block","PB19112614-02","336.00","336.00"
"Hourly","PH19112614","335.80","399.00"
"Block","PB19112614-01","305.19","348.96"
"Block","PB19112615-01","312.38","348.76"
"Hourly","PH19112615","336.00","399.00"
"Block","PB19112616-01","303.91","354.88"
"Hourly","PH19112616","336.01","398.00"
"Hourly","PH19112617","337.90","399.00"
"Block","PB19112617-01","305.52","359.30"
"Hourly","PH19112618","327.86","399.00"
"Block","PB19112618-01","306.41","363.93"
"Hourly","PH19112619","336.01","800.00"
"Block","PB19112619-01","313.74","350.49"
"Hourly","PH19112620","325.92","450.00"
"Block","PB19112620-01","302.93","346.08"
"Hourly","PH19112621","326.00","399.00"
"Block","PB19112621-01","302.00","353.00"
"Hourly","PH19112622","325.60","399.00"
"Block","PB19112622-01","295.30","341.00"
"Hourly","PH19112623","0.00","399.00"
"Block","PB19112623-01","291.74","330.81"
"Hourly","PH19112700","305.00","389.00"
"Block","PB19112700-01","284.00","348.99"
"Block","PB19112700-03","310.00","310.00"
"Hourly","PH19112701","302.08","397.00"
"Block","PB19112701-01","281.08","320.76"
"Hourly","PH19112702","284.90","370.00"
"Block","PB19112702-01","271.54","308.80"
"Hourly","PH19112703","274.50","391.00"
"Block","PB19112703-01","265.16","300.77"
"Block","PB19112704-01","236.88","259.00"
"Hourly","PH19112704","247.74","350.00"
"Hourly","PH19112705","263.00","360.00"
"Block","PB19112705-01","259.22","280.00"
"Hourly","PH19112706","290.00","380.00"
"Block","PB19112706-01","275.00","310.98"
"Block","PB19112707-01","296.70","327.78"
"Hourly","PH19112707","295.00","399.00"
"Hourly","PH19112708","294.90","384.00"
"Block","PB19112708-01","294.74","324.97"
"Block","PB19112709-01","301.33","332.98"
"Hourly","PH19112709","304.60","382.00"
"Block","PB19112710-01","302.27","334.58"
"Hourly","PH19112710","313.00","385.00"
"Block","PB19112711-01","303.60","375.25"
"Hourly","PH19112711","316.01","385.00"
"Hourly","PH19112712","310.00","328.19"
"Block","PB19112712-01","299.89","330.00"
"Block","PB19112713-01","300.95","329.16"
"Hourly","PH19112713","0.00","339.00"
"Hourly","PH19112714","305.00","342.75"
"Block","PB19112714-01","300.22","332.76"
"Block","PB19112715-01","300.74","339.35"
"Hourly","PH19112715","323.00","2,000.00"
"Block","PB19112716-01","308.69","344.66"
"Hourly","PH19112716","328.00","360.00"
"Block","PB19112717-01","325.52","376.90"
"Hourly","PH19112717","341.42","499.00"
"Hourly","PH19112718","329.99","2,000.00"
"Block","PB19112718-01","320.33","370.99"
"Block","PB19112719-01","307.23","354.96"
"Hourly","PH19112719","333.00","359.90"
"Hourly","PH19112720","325.00","359.95"
"Block","PB19112720-01","303.80","354.98"
"Block","PB19112721-01","298.56","340.41"
"Hourly","PH19112721","322.12","340.42"
"Block","PB19112722-01","292.85","325.00"
"Hourly","PH19112722","306.00","348.00"
"Hourly","PH19112723","27.00","340.00"
"Block","PB19112723-01","291.05","319.00"
"Block","PB19112800-01","287.60","325.03"
"Block","PB19112800-24","314.13","314.13"
"Hourly","PH19112800","307.00","365.00"
"Hourly","PH19112801","312.55","400.00"
"Block","PB19112801-01","298.20","339.03"
"Block","PB19112801-02","312.13","314.00"
"Block","PB19112802-01","282.45","330.00"
"Hourly","PH19112802","3.00","400.00"
"Block","PB19112803-01","274.92","310.00"
"Hourly","PH19112803","296.23","399.00"
"Hourly","PH19112804","268.99","399.00"
"Block","PB19112804-01","248.60","288.00"
"Block","PB19112805-01","247.17","293.44"
"Hourly","PH19112805","271.00","399.00"
"Block","PB19112805-02","291.70","291.70"
"Hourly","PH19112806","291.01","399.00"
"Block","PB19112806-01","308.97","320.96"
"Hourly","PH19112807","317.00","399.00"
"Block","PB19112807-01","285.87","347.03"
"Block","PB19112808-01","292.48","342.33"
"Hourly","PH19112808","324.00","422.53"
"Block","PB19112809-02","326.52","326.52"
"Block","PB19112809-01","294.70","338.01"
"Hourly","PH19112809","329.00","399.00"
"Block","PB19112810-01","294.01","341.80"
"Hourly","PH19112810","338.53","425.83"
"Block","PB19112811-01","296.93","358.00"
"Block","PB19112811-02","321.00","321.00"
"Hourly","PH19112811","325.00","425.00"
"Block","PB19112812-01","286.72","343.49"
"Hourly","PH19112812","318.00","500.00"
"Block","PB19112813-01","288.95","335.55"
"Block","PB19112813-04","321.00","321.00"
"Hourly","PH19112813","317.97","417.98"
"Hourly","PH19112814","319.65","419.66"
"Block","PB19112814-02","320.00","320.00"
"Block","PB19112814-01","288.12","336.60"
"Hourly","PH19112815","323.02","421.41"
"Block","PB19112815-01","289.63","337.18"
"Block","PB19112816-01","296.32","346.00"
"Block","PB19112816-02","335.00","335.00"
"Hourly","PH19112816","326.00","424.76"
"Block","PB19112817-02","328.52","328.52"
"Block","PB19112817-01","300.70","356.41"
"Hourly","PH19112817","264.00","399.00"
"Hourly","PH19112818","328.00","399.00"
"Block","PB19112818-01","296.11","366.00"
"Hourly","PH19112819","322.95","399.00"
"Block","PB19112819-01","293.56","344.80"
"Hourly","PH19112820","320.00","399.00"
"Block","PB19112820-01","289.45","339.18"
"Block","PB19112821-01","286.55","354.88"
"Hourly","PH19112821","316.80","399.00"
"Block","PB19112822-01","287.30","337.20"
"Hourly","PH19112822","3.00","399.00"
"Hourly","PH19112823","15.00","380.00"
"Block","PB19112823-01","268.58","307.50"
"Hourly","PH19112900","304.00","413.00"
"Block","PB19112900-01","282.55","316.71"
"Block","PB19112901-01","288.41","318.32"
"Hourly","PH19112901","302.00","410.00"
"Block","PB19112902-06","233.00","233.00"
"Block","PB19112902-01","255.06","275.02"
"Hourly","PH19112902","202.03","399.00"
"Hourly","PH19112903","160.00","399.00"
"Block","PB19112903-01","158.18","180.78"
"Block","PB19112904-01","155.78","175.00"
"Hourly","PH19112904","160.00","399.00"
"Hourly","PH19112905","142.00","399.00"
"Block","PB19112905-01","149.13","198.99"
"Block","PB19112906-01","236.77","269.00"
"Hourly","PH19112906","237.01","399.00"
"Block","PB19112907-01","287.79","311.71"
"Hourly","PH19112907","300.00","408.00"
"Block","PB19112908-01","287.04","341.80"
"Hourly","PH19112908","316.93","416.00"
"Hourly","PH19112909","310.64","420.00"
"Block","PB19112909-01","294.54","342.24"
"Hourly","PH19112910","322.00","422.00"
"Block","PB19112910-01","294.07","336.67"
"Hourly","PH19112911","324.00","424.00"
"Block","PB19112911-01","292.44","337.89"
"Block","PB19112912-01","287.16","324.87"
"Hourly","PH19112912","312.90","414.00"
"Block","PB19112913-01","290.64","323.87"
"Hourly","PH19112913","309.00","414.00"
"Block","PB19112914-02","324.00","324.00"
"Block","PB19112914-01","292.20","329.76"
"Hourly","PH19112914","296.01","399.00"
"Block","PB19112915-01","296.69","330.66"
"Hourly","PH19112915","324.00","425.00"
"Block","PB19112916-01","300.00","338.28"
"Hourly","PH19112916","250.00","429.00"
"Hourly","PH19112917","324.95","425.00"
"Block","PB19112917-01","301.97","335.02"
"Block","PB19112918-01","312.89","367.79"
"Hourly","PH19112918","324.95","435.00"
"Block","PB19112919-01","302.37","348.77"
"Hourly","PH19112919","320.27","430.00"
"Block","PB19112920-01","295.72","350.00"
"Hourly","PH19112920","325.90","399.00"
"Block","PB19112921-01","290.39","377.93"
"Hourly","PH19112921","322.52","399.00"
"Hourly","PH19112922","0.00","414.16"
"Block","PB19112922-01","283.86","362.49"
"Hourly","PH19112923","0.00","399.00"
"Block","PB19112923-01","282.64","354.06"
"Hourly","PH19113000","305.73","415.00"
"Block","PB19113000-01","286.27","338.05"
"Block","PB19113001-01","281.05","334.38"
"Hourly","PH19113001","311.00","411.61"
"Block","PB19113002-01","288.08","335.00"
"Hourly","PH19113002","309.00","409.26"
"Hourly","PH19113003","292.00","400.00"
"Block","PB19113003-01","262.83","326.66"
"Hourly","PH19113004","271.00","399.00"
"Block","PB19113004-01","245.22","361.00"
"Block","PB19113005-01","270.06","338.44"
"Hourly","PH19113005","290.00","392.00"
"Hourly","PH19113006","300.75","410.00"
"Block","PB19113006-01","282.64","338.52"
"Block","PB19113007-01","281.44","381.00"
"Hourly","PH19113007","300.93","410.00"
"Block","PB19113008-01","286.36","336.00"
"Hourly","PH19113008","301.10","399.00"
"Block","PB19113009-01","287.50","357.72"
"Hourly","PH19113009","318.00","1,999.00"
"Hourly","PH19113010","321.00","1,999.00"
"Block","PB19113010-01","295.27","341.70"
"Block","PB19113011-01","291.13","348.89"
"Hourly","PH19113011","322.00","421.00"
"Block","PB19113012-04","315.00","315.00"
"Hourly","PH19113012","305.00","355.00"
"Block","PB19113012-01","288.89","328.98"
"Hourly","PH19113013","314.90","399.00"
"Block","PB19113013-01","284.17","328.36"
"Block","PB19113014-01","285.52","344.84"
"Hourly","PH19113014","306.10","399.00"
"Block","PB19113015-01","293.81","318.54"
"Hourly","PH19113015","308.29","399.00"
"Block","PB19113016-01","295.61","330.00"
"Block","PB19113016-08","321.84","321.84"
"Hourly","PH19113016","309.99","418.36"
"Block","PB19113017-01","297.08","341.53"
"Hourly","PH19113017","325.90","399.00"
"Hourly","PH19113018","331.50","399.00"
"Block","PB19113018-01","302.48","360.90"
"Block","PB19113019-02","401.00","401.00"
"Block","PB19113019-01","301.14","370.00"
"Hourly","PH19113019","328.00","399.00"
"Block","PB19113020-01","297.08","351.24"
"Hourly","PH19113020","325.00","399.00"
"Block","PB19113021-01","290.30","344.68"
"Hourly","PH19113021","317.11","399.00"
"Block","PB19113022-01","285.42","322.27"
"Hourly","PH19113022","311.01","399.00"
"Block","PB19113023-01","278.66","318.53"
"Hourly","PH19113023","290.00","399.00"
"Block","PB19120100-02","301.00","301.00"
"Hourly","PH19120100","274.50","360.00"
"Block","PB19120100-01","250.85","327.05"
"Block","PB19120101-01","285.30","315.17"
"Hourly","PH19120101","220.00","360.00"
"Hourly","PH19120102","285.10","350.00"
"Block","PB19120102-01","283.89","313.25"
"Block","PB19120102-02","310.00","310.81"
"Block","PB19120102-04","300.00","310.81"
"Block","PB19120103-01","277.70","320.81"
"Hourly","PH19120103","250.01","360.00"
"Hourly","PH19120104","181.55","270.00"
"Block","PB19120104-01","201.67","300.00"
"Hourly","PH19120105","2.00","250.00"
"Block","PB19120105-01","153.27","350.00"
"Block","PB19120106-01","231.00","274.27"
"Hourly","PH19120106","200.10","320.00"
"Hourly","PH19120107","139.70","399.00"
"Block","PB19120107-02","100.00","100.00"
"Block","PB19120107-01","71.89","176.02"
"Block","PB19120108-01","48.50","79.43"
"Hourly","PH19120108","50.00","164.00"
"Block","PB19120109-01","101.55","269.00"
"Hourly","PH19120109","200.00","330.00"
"Block","PB19120110-14","314.29","314.29"
"Block","PB19120110-01","223.08","313.48"
"Hourly","PH19120110","300.34","360.00"
"Block","PB19120111-01","285.66","315.89"
"Hourly","PH19120111","290.00","320.00"
"Block","PB19120112-01","272.91","313.74"
"Hourly","PH19120112","275.00","335.57"
"Hourly","PH19120113","215.61","336.73"
"Block","PB19120113-02","312.99","313.01"
"Block","PB19120113-01","227.04","313.06"
"Block","PB19120114-02","311.00","311.00"
"Block","PB19120114-10","313.00","313.00"
"Block","PB19120114-01","252.34","2,000.00"
"Hourly","PH19120114","250.00","338.19"
"Block","PB19120115-01","270.55","310.66"
"Hourly","PH19120115","250.01","337.87"
"Hourly","PH19120116","271.00","365.00"
"Block","PB19120116-01","274.38","314.29"
"Hourly","PH19120117","251.00","365.00"
"Block","PB19120117-01","252.75","316.59"
"Block","PB19120118-06","314.00","314.00"
"Hourly","PH19120118","265.12","357.09"
"Block","PB19120118-01","273.86","324.63"
"Block","PB19120119-01","252.11","322.00"
"Hourly","PH19120119","254.00","354.15"
"Block","PB19120120-02","318.77","318.77"
"Hourly","PH19120120","246.00","365.00"
"Block","PB19120120-01","247.08","320.86"
"Hourly","PH19120121","220.00","335.11"
"Block","PB19120121-01","240.03","316.68"
"Block","PB19120122-01","220.75","323.26"
"Hourly","PH19120122","222.00","365.00"
"Block","PB19120122-02","302.93","302.93"
"Block","PB19120123-01","252.28","300.77"
"Hourly","PH19120123","219.99","349.99"
"Hourly","PH19120200","125.00","200.01"
"Block","PB19120200-01","125.73","206.01"
"Block","PB19120201-01","139.23","250.01"
"Hourly","PH19120201","131.00","259.99"
"Block","PB19120202-01","40.62","185.00"
"Hourly","PH19120202","30.00","200.00"
"Block","PB19120202-02","173.00","173.00"
"Block","PB19120203-01","130.03","178.19"
"Hourly","PH19120203","15.00","2,000.00"
"Hourly","PH19120204","7.00","2,000.00"
"Block","PB19120204-01","62.75","173.00"
"Block","PB19120205-01","49.71","190.55"
"Block","PB19120205-03","241.00","241.14"
"Block","PB19120205-02","205.00","205.00"
"Hourly","PH19120205","49.00","230.00"
"Block","PB19120206-01","181.11","229.45"
"Hourly","PH19120206","180.20","350.00"
"Block","PB19120207-01","240.17","308.96"
"Hourly","PH19120207","237.00","350.00"
"Block","PB19120208-01","260.35","320.95"
"Hourly","PH19120208","251.00","360.00"
"Hourly","PH19120209","300.03","370.00"
"Block","PB19120209-01","299.79","331.57"
"Hourly","PH19120210","210.00","370.00"
"Block","PB19120210-02","326.00","326.00"
"Block","PB19120210-01","251.96","327.46"
"Block","PB19120211-01","295.17","327.00"
"Hourly","PH19120211","309.00","370.00"
"Hourly","PH19120212","220.00","370.00"
"Block","PB19120212-01","288.42","320.01"
"Hourly","PH19120213","264.80","370.00"
"Block","PB19120213-01","296.14","323.21"
"Block","PB19120214-01","291.99","327.16"
"Hourly","PH19120214","289.00","370.00"
"Block","PB19120214-02","320.00","320.00"
"Block","PB19120215-01","283.95","330.16"
"Hourly","PH19120215","289.99","370.00"
"Block","PB19120216-01","291.19","335.00"
"Hourly","PH19120216","290.00","369.00"
"Hourly","PH19120217","100.00","400.00"
"Block","PB19120217-01","312.17","344.00"
"Hourly","PH19120218","310.00","2,000.00"
"Block","PB19120218-01","307.05","347.94"
"Block","PB19120219-02","334.00","334.00"
"Block","PB19120219-01","302.70","335.00"
"Hourly","PH19120219","302.00","370.00"
"Hourly","PH19120220","33.05","433.00"
"Block","PB19120220-01","301.51","344.90"
"Block","PB19120221-01","294.24","342.90"
"Hourly","PH19120221","316.00","426.00"
"Block","PB19120222-01","20.90","320.00"
"Hourly","PH19120222","257.00","369.00"
"Hourly","PH19120223","250.00","370.00"
"Block","PB19120223-01","256.41","313.47"
"Hourly","PH19120300","259.70","407.00"
"Block","PB19120300-01","273.75","307.20"
"Hourly","PH19120301","275.00","407.00"
"Block","PB19120301-01","288.10","316.41"
"Block","PB19120302-01","251.84","282.88"
"Hourly","PH19120302","200.00","399.00"
"Hourly","PH19120303","252.20","400.00"
"Block","PB19120303-01","239.08","275.21"
"Hourly","PH19120304","152.00","350.00"
"Block","PB19120304-01","225.82","264.92"
"Block","PB19120305-01","245.10","271.78"
"Hourly","PH19120305","263.00","371.00"
"Hourly","PH19120306","215.00","410.00"
"Block","PB19120306-01","280.11","310.19"
"Hourly","PH19120307","304.91","414.00"
"Block","PB19120307-01","285.20","346.94"
"Block","PB19120308-01","293.85","364.75"
"Hourly","PH19120308","312.35","422.00"
"Block","PB19120309-01","298.39","330.83"
